dataset_id,site_name,site_property,value
ANBG_2019,site_at_-16.9833_degS_and_149.8833_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-16.9833_degS_and_149.8833_degE,locality,Coringa Islet.
ANBG_2019,site_at_-17.1639_degS_and_145.65_degE,latitude (deg),-17.1639
ANBG_2019,site_at_-17.1639_degS_and_145.65_degE,longitude (deg),145.65
ANBG_2019,site_at_-17.1639_degS_and_145.65_degE,collector,"Telford, I.R."
ANBG_2019,site_at_-17.1639_degS_and_145.65_degE,locality,"Atherton Tableland, Lake Euramoo."
ANBG_2019,site_at_-17.2833_degS_and_145.45_degE,latitude (deg),-17.2833
ANBG_2019,site_at_-17.2833_degS_and_145.45_degE,longitude (deg),145.45
ANBG_2019,site_at_-17.2833_degS_and_145.45_degE,collector,"Cayzer, L.W."
ANBG_2019,site_at_-17.2833_degS_and_145.45_degE,locality,"Atherton Tableland, Mt Baldy, lower slope behind van park."
ANBG_2019,site_at_-17.3333_degS_and_145.4333_degE,latitude (deg),-17.3333
ANBG_2019,site_at_-17.3333_degS_and_145.4333_degE,longitude (deg),145.4333
ANBG_2019,site_at_-17.3333_degS_and_145.4333_degE,collector,"Telford, I.R."
ANBG_2019,site_at_-17.3333_degS_and_145.4333_degE,locality,"Herberton Range, 12 km from Atherton towards Herberton."
ANBG_2019,site_at_-17.3667_degS_and_145.4167_degE,latitude (deg),-17.3667
ANBG_2019,site_at_-17.3667_degS_and_145.4167_degE,longitude (deg),145.4167
ANBG_2019,site_at_-17.3667_degS_and_145.4167_degE,collector,"Wrigley, J."
ANBG_2019,site_at_-17.3667_degS_and_145.4167_degE,locality,"Wild River gorge, 5 miles from Herberton."
ANBG_2019,site_at_-17.3833_degS_and_145.4667_degE,latitude (deg),-17.3833
ANBG_2019,site_at_-17.3833_degS_and_145.4667_degE,longitude (deg),145.4667
ANBG_2019,site_at_-17.3833_degS_and_145.4667_degE,collector,"Telford, I.R."
ANBG_2019,site_at_-17.3833_degS_and_145.4667_degE,locality,"Bellenden Ker Range, Mt Bartle Frere track near Bobin Bobin Falls."
ANBG_2019,site_at_-17.3953_degS_and_145.8208_degE,latitude (deg),-17.3953
ANBG_2019,site_at_-17.3953_degS_and_145.8208_degE,longitude (deg),145.8208
ANBG_2019,site_at_-17.3953_degS_and_145.8208_degE,collector,"Hadlow, B."
ANBG_2019,site_at_-17.3953_degS_and_145.8208_degE,locality,400 m NE of summit of Mt Bartle Frere.
ANBG_2019,site_at_-17.4167_degS_and_151.8833_degE,latitude (deg),-17.4167
ANBG_2019,site_at_-17.4167_degS_and_151.8833_degE,longitude (deg),151.8833
ANBG_2019,site_at_-17.4167_degS_and_151.8833_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-17.4167_degS_and_151.8833_degE,locality,Anne Cay.
ANBG_2019,site_at_-17.6539_degS_and_145.4775_degE,latitude (deg),-17.6539
ANBG_2019,site_at_-17.6539_degS_and_145.4775_degE,longitude (deg),145.4775
ANBG_2019,site_at_-17.6539_degS_and_145.4775_degE,collector,"Wrigley, J."
ANBG_2019,site_at_-17.6539_degS_and_145.4775_degE,locality,"Millstream Falls, SW of Ravenshoe."
ANBG_2019,site_at_-18.0833_degS_and_144.8667_degE,latitude (deg),-18.0833
ANBG_2019,site_at_-18.0833_degS_and_144.8667_degE,longitude (deg),144.8667
ANBG_2019,site_at_-18.0833_degS_and_144.8667_degE,collector,"Makinson, R.O."
ANBG_2019,site_at_-18.0833_degS_and_144.8667_degE,locality,"67.7 km by road SW of Mt Garnet on Kennedy Highway, 40 Mile Scrub, roadside."
ANBG_2019,site_at_-18.3167_degS_and_144.7333_degE,latitude (deg),-18.3167
ANBG_2019,site_at_-18.3167_degS_and_144.7333_degE,longitude (deg),144.7333
ANBG_2019,site_at_-18.3167_degS_and_144.7333_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-18.3167_degS_and_144.7333_degE,locality,"Undara lava tubes, tourist camp site, near Undara crater."
ANBG_2019,site_at_-18.6_degS_and_143.8333_degE,latitude (deg),-18.6
ANBG_2019,site_at_-18.6_degS_and_143.8333_degE,longitude (deg),143.8333
ANBG_2019,site_at_-18.6_degS_and_143.8333_degE,collector,"Telford, I.R."
ANBG_2019,site_at_-18.6_degS_and_143.8333_degE,locality,"Newcastle Range, 37 km from Einasleigh along road to Forsyth."
ANBG_2019,site_at_-19.65_degS_and_138.4667_degE,latitude (deg),-19.65
ANBG_2019,site_at_-19.65_degS_and_138.4667_degE,longitude (deg),138.4667
ANBG_2019,site_at_-19.65_degS_and_138.4667_degE,collector,"Ollerenshaw, P."
ANBG_2019,site_at_-19.65_degS_and_138.4667_degE,locality,43 miles (53 km) NE of Camooweal on road to Thorntonia.
ANBG_2019,site_at_-19.9667_degS_and_129.7167_degE,latitude (deg),-19.9667
ANBG_2019,site_at_-19.9667_degS_and_129.7167_degE,longitude (deg),129.7167
ANBG_2019,site_at_-19.9667_degS_and_129.7167_degE,collector,"Hadlow, B."
ANBG_2019,site_at_-19.9667_degS_and_129.7167_degE,locality,Tanami.
ANBG_2019,site_at_-19.9833_degS_and_129.65_degE,latitude (deg),-19.9833
ANBG_2019,site_at_-19.9833_degS_and_129.65_degE,longitude (deg),129.65
ANBG_2019,site_at_-19.9833_degS_and_129.65_degE,collector,"Hadlow, R.B."
ANBG_2019,site_at_-19.9833_degS_and_129.65_degE,locality,Tanami Range.
ANBG_2019,site_at_-20.1681_degS_and_133.0517_degE,latitude (deg),-20.1681
ANBG_2019,site_at_-20.1681_degS_and_133.0517_degE,longitude (deg),133.0517
ANBG_2019,site_at_-20.1681_degS_and_133.0517_degE,collector,"Percival, J.L."
ANBG_2019,site_at_-20.1681_degS_and_133.0517_degE,locality,Henbury Station; 6 km WNW of Mount Keartland summit.
ANBG_2019,site_at_-20.65_degS_and_139.5333_degE,latitude (deg),-20.65
ANBG_2019,site_at_-20.65_degS_and_139.5333_degE,longitude (deg),139.5333
ANBG_2019,site_at_-20.65_degS_and_139.5333_degE,collector,"Purdie, R.W."
ANBG_2019,site_at_-20.65_degS_and_139.5333_degE,locality,c. 11 km NE of Mt. Isa along road to Lake Moondarra.
ANBG_2019,site_at_-20.6833_degS_and_139.4833_degE,latitude (deg),-20.6833
ANBG_2019,site_at_-20.6833_degS_and_139.4833_degE,longitude (deg),139.4833
ANBG_2019,site_at_-20.6833_degS_and_139.4833_degE,collector,"Purdie, R.W."
ANBG_2019,site_at_-20.6833_degS_and_139.4833_degE,locality,Ca 1 km along road to Lake Moondarra after turn-off from Mt Isa road.
ANBG_2019,site_at_-20.6833_degS_and_139.5_degE,latitude (deg),-20.6833
ANBG_2019,site_at_-20.6833_degS_and_139.5_degE,longitude (deg),139.5
ANBG_2019,site_at_-20.6833_degS_and_139.5_degE,collector,"Ollerenshaw, P."
ANBG_2019,site_at_-20.6833_degS_and_139.5_degE,locality,"Ca 3 miles (5 km) N of Mt Isa, on road to Lake Moondarra off Barkly Highway - turn-off east to dam."
ANBG_2019,site_at_-20.8_degS_and_144.9167_degE,latitude (deg),-20.8
ANBG_2019,site_at_-20.8_degS_and_144.9167_degE,longitude (deg),144.9167
ANBG_2019,site_at_-20.8_degS_and_144.9167_degE,collector,"Purdie, R.W."
ANBG_2019,site_at_-20.8_degS_and_144.9167_degE,locality,c. 12 km WSW of Torrens Creek on Burdekin Hwy.
ANBG_2019,site_at_-21.0333_degS_and_148.65_degE,latitude (deg),-21.0333
ANBG_2019,site_at_-21.0333_degS_and_148.65_degE,longitude (deg),148.65
ANBG_2019,site_at_-21.0333_degS_and_148.65_degE,collector,"Cayzer, L.W."
ANBG_2019,site_at_-21.0333_degS_and_148.65_degE,locality,"Eungella National Park, Clarke Range, Finch Hatton Gorge, picnic area at creek."
ANBG_2019,site_at_-21.1167_degS_and_148.5167_degE,latitude (deg),-21.1167
ANBG_2019,site_at_-21.1167_degS_and_148.5167_degE,longitude (deg),148.5167
ANBG_2019,site_at_-21.1167_degS_and_148.5167_degE,collector,"Telford, I.R."
ANBG_2019,site_at_-21.1167_degS_and_148.5167_degE,locality,"Clarke Range, Eungella National Park, Peases Lookout."
ANBG_2019,site_at_-21.3_degS_and_144.6333_degE,latitude (deg),-21.3
ANBG_2019,site_at_-21.3_degS_and_144.6333_degE,longitude (deg),144.6333
ANBG_2019,site_at_-21.3_degS_and_144.6333_degE,collector,"Telford, I.R."
ANBG_2019,site_at_-21.3_degS_and_144.6333_degE,locality,50 km from Praire along road to Muttaburra.
ANBG_2019,site_at_-21.9167_degS_and_131.25_degE,latitude (deg),-21.9167
ANBG_2019,site_at_-21.9167_degS_and_131.25_degE,longitude (deg),131.25
ANBG_2019,site_at_-21.9167_degS_and_131.25_degE,collector,"Brown, R.B."
ANBG_2019,site_at_-21.9167_degS_and_131.25_degE,locality,"16 km N of Old Doreen High School homestead - coordinates calculated by compiler are for 16 km N of Doreen homestead ruins, along Tanami Road."
ANBG_2019,site_at_-22.3522_degS_and_127.7697_degE,latitude (deg),-22.3522
ANBG_2019,site_at_-22.3522_degS_and_127.7697_degE,longitude (deg),127.7697
ANBG_2019,site_at_-22.3522_degS_and_127.7697_degE,collector,"Albrecht, D.E."
ANBG_2019,site_at_-22.3522_degS_and_127.7697_degE,locality,Kiwirrkurra Indigenous Protected Area; c. 51.6 km due N of Kiwirrkurra.
ANBG_2019,site_at_-22.7489_degS_and_128.3431_degE,latitude (deg),-22.7489
ANBG_2019,site_at_-22.7489_degS_and_128.3431_degE,longitude (deg),128.3431
ANBG_2019,site_at_-22.7489_degS_and_128.3431_degE,collector,"Albrecht, D.E."
ANBG_2019,site_at_-22.7489_degS_and_128.3431_degE,locality,"Kiwirrkurra Indigenous Protected Area; 69.6 km by track ENE of Kiwirrkurra community store, along track to Balgo."
ANBG_2019,site_at_-22.7567_degS_and_126.6261_degE,latitude (deg),-22.7567
ANBG_2019,site_at_-22.7567_degS_and_126.6261_degE,longitude (deg),126.6261
ANBG_2019,site_at_-22.7567_degS_and_126.6261_degE,collector,"Albrecht, D.E."
ANBG_2019,site_at_-22.7567_degS_and_126.6261_degE,locality,Kiwirrkurra Indigenous Protected Area; c. 115.3 km due W of Kiwirrkurra and c. 14 km due NNE of Jupiter Well.
ANBG_2019,site_at_-22.7656_degS_and_126.8906_degE,latitude (deg),-22.7656
ANBG_2019,site_at_-22.7656_degS_and_126.8906_degE,longitude (deg),126.8906
ANBG_2019,site_at_-22.7656_degS_and_126.8906_degE,collector,"Wright, B."
ANBG_2019,site_at_-22.7656_degS_and_126.8906_degE,locality,Kiwirrkurra Indigenous Protected Area; 13.8 km due ENE of Nyinmy oustation (c. 32.6 km due NE of Jupiter Well).
ANBG_2019,site_at_-22.8111_degS_and_127.7422_degE,latitude (deg),-22.8111
ANBG_2019,site_at_-22.8111_degS_and_127.7422_degE,longitude (deg),127.7422
ANBG_2019,site_at_-22.8111_degS_and_127.7422_degE,collector,"Albrecht, D.E."
ANBG_2019,site_at_-22.8111_degS_and_127.7422_degE,locality,Kiwirrkurra Indigenous Protected Area; Kiwirrkurra airstrip.
ANBG_2019,site_at_-22.8114_degS_and_127.93_degE,latitude (deg),-22.8114
ANBG_2019,site_at_-22.8114_degS_and_127.93_degE,longitude (deg),127.93
ANBG_2019,site_at_-22.8114_degS_and_127.93_degE,collector,"Albrecht, D.E."
ANBG_2019,site_at_-22.8114_degS_and_127.93_degE,locality,"Kiwirrkurra Indigenous Protected Area; 18.3 km by track E of Kiwirrkurra store, along track to Balgo."
ANBG_2019,site_at_-22.95_degS_and_139.9167_degE,latitude (deg),-22.95
ANBG_2019,site_at_-22.95_degS_and_139.9167_degE,longitude (deg),139.9167
ANBG_2019,site_at_-22.95_degS_and_139.9167_degE,collector,"Ganter, W."
ANBG_2019,site_at_-22.95_degS_and_139.9167_degE,locality,5km S of Boulia near Goodwood.
ANBG_2019,site_at_-22.9956_degS_and_149.9117_degE,latitude (deg),-22.9956
ANBG_2019,site_at_-22.9956_degS_and_149.9117_degE,longitude (deg),149.9117
ANBG_2019,site_at_-22.9956_degS_and_149.9117_degE,collector,"Cayzer, L.W."
ANBG_2019,site_at_-22.9956_degS_and_149.9117_degE,locality,"Redcliffe Ranges, c. 18 km S of Marlborough, 30 km by road from Marlborough via Coorumburra Road."
ANBG_2019,site_at_-23.1833_degS_and_144.05_degE,latitude (deg),-23.1833
ANBG_2019,site_at_-23.1833_degS_and_144.05_degE,longitude (deg),144.05
ANBG_2019,site_at_-23.1833_degS_and_144.05_degE,collector,"Telford, I.R."
ANBG_2019,site_at_-23.1833_degS_and_144.05_degE,locality,30 km from Longreach along Landsborough Highway towards Winton.
ANBG_2019,site_at_-23.1833_degS_and_150.8_degE,latitude (deg),-23.1833
ANBG_2019,site_at_-23.1833_degS_and_150.8_degE,longitude (deg),150.8
ANBG_2019,site_at_-23.1833_degS_and_150.8_degE,collector,"Telford, I.R."
ANBG_2019,site_at_-23.1833_degS_and_150.8_degE,locality,"Bluff Point, 8 km SE of Yeppoon."
ANBG_2019,site_at_-23.2508_degS_and_149.9003_degE,latitude (deg),-23.2508
ANBG_2019,site_at_-23.2508_degS_and_149.9003_degE,longitude (deg),149.9003
ANBG_2019,site_at_-23.2508_degS_and_149.9003_degE,collector,"Cayzer, L.W."
ANBG_2019,site_at_-23.2508_degS_and_149.9003_degE,locality,"Redcliffe Ranges, c. 18 km S of Marlborough, 30 km by road from Marlborough via Coorumburra Road."
ANBG_2019,site_at_-23.2667_degS_and_144.1167_degE,latitude (deg),-23.2667
ANBG_2019,site_at_-23.2667_degS_and_144.1167_degE,longitude (deg),144.1167
ANBG_2019,site_at_-23.2667_degS_and_144.1167_degE,collector,"Zich, F.A.; Wang, B."
ANBG_2019,site_at_-23.2667_degS_and_144.1167_degE,locality,"23.2 km from Longreach on the Winton road, Landsborough Highway."
ANBG_2019,site_at_-23.3631_degS_and_138.1867_degE,latitude (deg),-23.3631
ANBG_2019,site_at_-23.3631_degS_and_138.1867_degE,longitude (deg),138.1867
ANBG_2019,site_at_-23.3631_degS_and_138.1867_degE,collector,"Purdie, R.W."
ANBG_2019,site_at_-23.3631_degS_and_138.1867_degE,locality,"Cravens Peak Reserve (Bush Heritage), north-eastern Simpson Desert area."
ANBG_2019,site_at_-23.5281_degS_and_137.9644_degE,latitude (deg),-23.5281
ANBG_2019,site_at_-23.5281_degS_and_137.9644_degE,longitude (deg),137.9644
ANBG_2019,site_at_-23.5281_degS_and_137.9644_degE,collector,"Purdie, R.W."
ANBG_2019,site_at_-23.5281_degS_and_137.9644_degE,locality,"Tobermorey Station, north-eastern Simpson Desert."
ANBG_2019,site_at_-23.5333_degS_and_132.4333_degE,latitude (deg),-23.5333
ANBG_2019,site_at_-23.5333_degS_and_132.4333_degE,longitude (deg),132.4333
ANBG_2019,site_at_-23.5333_degS_and_132.4333_degE,collector,"Edwards, D."
ANBG_2019,site_at_-23.5333_degS_and_132.4333_degE,locality,Mt Razorback.
ANBG_2019,site_at_-23.5833_degS_and_145.25_degE,latitude (deg),-23.5833
ANBG_2019,site_at_-23.5833_degS_and_145.25_degE,longitude (deg),145.25
ANBG_2019,site_at_-23.5833_degS_and_145.25_degE,collector,"Ollerenshaw, P."
ANBG_2019,site_at_-23.5833_degS_and_145.25_degE,locality,CULTIVATED Barcaldine Showground.
ANBG_2019,site_at_-23.6_degS_and_134.4833_degE,latitude (deg),-23.6
ANBG_2019,site_at_-23.6_degS_and_134.4833_degE,longitude (deg),134.4833
ANBG_2019,site_at_-23.6_degS_and_134.4833_degE,collector,"Hadobas, H."
ANBG_2019,site_at_-23.6_degS_and_134.4833_degE,locality,1.6 km S of Ross River homestead.
ANBG_2019,site_at_-23.6167_degS_and_146.3_degE,latitude (deg),-23.6167
ANBG_2019,site_at_-23.6167_degS_and_146.3_degE,longitude (deg),146.3
ANBG_2019,site_at_-23.6167_degS_and_146.3_degE,collector,"Carne, L.C."
ANBG_2019,site_at_-23.6167_degS_and_146.3_degE,locality,Mitchell/Kennedy South districts  97km E of Barcaldine on Landsborough Highway.
ANBG_2019,site_at_-23.6694_degS_and_137.9342_degE,latitude (deg),-23.6694
ANBG_2019,site_at_-23.6694_degS_and_137.9342_degE,longitude (deg),137.9342
ANBG_2019,site_at_-23.6694_degS_and_137.9342_degE,collector,"Purdie, R.W."
ANBG_2019,site_at_-23.6694_degS_and_137.9342_degE,locality,"Field River, S of Mt Gardner area, north-eastern Simpson Desert."
ANBG_2019,site_at_-23.7_degS_and_145.2833_degE,latitude (deg),-23.7
ANBG_2019,site_at_-23.7_degS_and_145.2833_degE,longitude (deg),145.2833
ANBG_2019,site_at_-23.7_degS_and_145.2833_degE,collector,"Zich, F.A."
ANBG_2019,site_at_-23.7_degS_and_145.2833_degE,locality,"17.8 km S of Barcaldine on Blackall road, Landsborough Highway."
ANBG_2019,site_at_-23.7242_degS_and_133.4719_degE,latitude (deg),-23.7242
ANBG_2019,site_at_-23.7242_degS_and_133.4719_degE,longitude (deg),133.4719
ANBG_2019,site_at_-23.7242_degS_and_133.4719_degE,collector,"Ogden, W."
ANBG_2019,site_at_-23.7242_degS_and_133.4719_degE,locality,Standley Chasm carpark; right hand side of sut out; nearest place Wupataka Land Trust.
ANBG_2019,site_at_-23.7833_degS_and_149.2_degE,latitude (deg),-23.7833
ANBG_2019,site_at_-23.7833_degS_and_149.2_degE,longitude (deg),149.2
ANBG_2019,site_at_-23.7833_degS_and_149.2_degE,collector,"Telford, I.R."
ANBG_2019,site_at_-23.7833_degS_and_149.2_degE,locality,"Blackdown Tableland, 2 km northwards from Mimosa Creek road crossing."
ANBG_2019,site_at_-23.85_degS_and_133.8833_degE,latitude (deg),-23.85
ANBG_2019,site_at_-23.85_degS_and_133.8833_degE,longitude (deg),133.8833
ANBG_2019,site_at_-23.85_degS_and_133.8833_degE,collector,"Craven, L.A.; Brubaker, C.L.; Grace, J.P."
ANBG_2019,site_at_-23.85_degS_and_133.8833_degE,locality,"7.1 km along the Chambers Pillar road from the Santa Teresa road, S of Alice Springs."
ANBG_2019,site_at_-24.1608_degS_and_133.0622_degE,latitude (deg),-24.1608
ANBG_2019,site_at_-24.1608_degS_and_133.0622_degE,longitude (deg),133.0622
ANBG_2019,site_at_-24.1608_degS_and_133.0622_degE,collector,"Percival, J.L."
ANBG_2019,site_at_-24.1608_degS_and_133.0622_degE,locality,Henbury Station; 6 km NW of Mount Keartland summit; headwaters of Boggy Hole Creek.
ANBG_2019,site_at_-24.1667_degS_and_151.3_degE,latitude (deg),-24.1667
ANBG_2019,site_at_-24.1667_degS_and_151.3_degE,longitude (deg),151.3
ANBG_2019,site_at_-24.1667_degS_and_151.3_degE,collector,"Telford, I.R."
ANBG_2019,site_at_-24.1667_degS_and_151.3_degE,locality,"Many Peaks Range, 0.5 km W of Mt Castletower."
ANBG_2019,site_at_-24.1692_degS_and_132.6122_degE,latitude (deg),-24.1692
ANBG_2019,site_at_-24.1692_degS_and_132.6122_degE,longitude (deg),132.6122
ANBG_2019,site_at_-24.1692_degS_and_132.6122_degE,collector,"Percival, J.L."
ANBG_2019,site_at_-24.1692_degS_and_132.6122_degE,locality,Henbury Station; 25 km due W of Mount Merrick; along minor watercourse on sandstone ridge.
ANBG_2019,site_at_-24.1697_degS_and_133.06_degE,latitude (deg),-24.1697
ANBG_2019,site_at_-24.1697_degS_and_133.06_degE,longitude (deg),133.06
ANBG_2019,site_at_-24.1697_degS_and_133.06_degE,collector,"Percival, J.L."
ANBG_2019,site_at_-24.1697_degS_and_133.06_degE,locality,Henbury Station; 4.5 km WNW of Mount Keartland summit (straight line GPS); top of unnamed ridge c. 10 km S of Wallace Rockhole.
ANBG_2019,site_at_-24.1706_degS_and_133.0631_degE,latitude (deg),-24.1706
ANBG_2019,site_at_-24.1706_degS_and_133.0631_degE,longitude (deg),133.0631
ANBG_2019,site_at_-24.1706_degS_and_133.0631_degE,collector,"Percival, J.L."
ANBG_2019,site_at_-24.1706_degS_and_133.0631_degE,locality,Henbury Station; 4.5 km WNW of Mount Keartland summit (straight line GPS); top of ridge below Mount Keartland.
ANBG_2019,site_at_-24.1708_degS_and_133.0594_degE,latitude (deg),-24.1708
ANBG_2019,site_at_-24.1708_degS_and_133.0594_degE,longitude (deg),133.0594
ANBG_2019,site_at_-24.1708_degS_and_133.0594_degE,collector,"Percival, J.L."
ANBG_2019,site_at_-24.1708_degS_and_133.0594_degE,locality,Henbury Station; c. 6 km WNW of Mount Keartland summit (straight line GPS); near summit of range.
ANBG_2019,site_at_-24.1708_degS_and_133.0667_degE,latitude (deg),-24.1708
ANBG_2019,site_at_-24.1708_degS_and_133.0667_degE,longitude (deg),133.0667
ANBG_2019,site_at_-24.1708_degS_and_133.0667_degE,collector,"Percival, J.L."
ANBG_2019,site_at_-24.1708_degS_and_133.0667_degE,locality,Henbury Station; c. 4.5 km WNW of Mount Keartland summit (straight line GPS); ridge below Mount Keartland.
ANBG_2019,site_at_-24.1711_degS_and_132.61_degE,latitude (deg),-24.1711
ANBG_2019,site_at_-24.1711_degS_and_132.61_degE,longitude (deg),132.61
ANBG_2019,site_at_-24.1711_degS_and_132.61_degE,collector,"Percival, J.L."
