Taxon,EPBC Act listed,NSW listed,WA listed,VIC listed,SA listed,QLD listed,TAS listed,ACT listed,Endemic NSW,Endemic SA,Endemic WA,Endemic VIC,Endemic QLD,Endemic TAS,Endemic ACT,All other taxa,Proportion of range map burnt,Proportion of SNES range map burnt (EPBC Act species only) ,Proportion of point locations burnt,high fire frequency ranking,cumulative fire risk ranking
Heliotropium consimile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.71E-05,NA,0,LOW,DD
Heliotropium cracens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium crispatum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Heliotropium cunninghamii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.53E-04,NA,0,LOW,DD
Heliotropium cupressinum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium curassavicum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004127544,NA,0.001956947,LOW,DD
Heliotropium delestangii,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Heliotropium dichotomum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium discorde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium diversifolium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium epacrideum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium euodes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium europaeum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.017652719,NA,0.002386635,LOW,LOW
Heliotropium fasciculatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium filaginoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium flintii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium foliatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium foveolatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium frohlichii,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Heliotropium galioides,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Heliotropium geocharis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.11E-05,NA,0,LOW,DD
Heliotropium glabellum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium glanduliferum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium haesum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium heteranthum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Heliotropium inexplicitum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium lapidicola,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Heliotropium leptaleum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.13E-06,NA,0,LOW,DD
Heliotropium melanopedii,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Heliotropium microsalsoloides,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Heliotropium microspermum,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Heliotropium mitchellii,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Heliotropium moorei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.75E-05,NA,0,LOW,LOW
Heliotropium muelleri,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.42E-04,NA,0,LOW,DD
Heliotropium murinum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Heliotropium muticum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Heliotropium nesopelydum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Heliotropium nexosum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Heliotropium ovalifolium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.32E-04,NA,0,LOW,DD
Heliotropium pachyphyllum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium paniculatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium parviantrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium pauciflorum,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.002184568,NA,0,LOW,DD
Heliotropium peckhamii,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Heliotropium peninsulare,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.07E-04,NA,0,LOW,DD
Heliotropium pleiopterum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium plumosum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium prostratum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium protensum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Heliotropium pulvinum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium ramulipatens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium rhadinostachyum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium sarmentosum,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.003976872,NA,0,LOW,DD
Heliotropium skeleton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium sp. Ord River (W.Fitzgerald 1611),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Heliotropium sphaericum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium styotrichum,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Heliotropium subreniforme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium synaimon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium tabuliplagae,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.48E-04,NA,0,LOW,DD
Heliotropium tachyglossoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium tanythrix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium tenuifolium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.86E-05,NA,0,LOW,DD
Heliotropium transforme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium tytoides,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Heliotropium uniflorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium vagum,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.002276047,NA,0,LOW,DD
Heliotropium ventricosum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heliotropium vestitum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Heliotropium viator,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Helipterum craspedioides,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.004618722,NA,0,LOW,DD
Helipterum strictum,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,DD,DD
Helmholtzia acorifolia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.001533579,NA,0,LOW,DD
Helmholtzia glaberrima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.048012076,NA,0.323529412,LOW,DD
Helminthostachys zeylanica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.33E-05,NA,0,LOW,DD
Hemarthria uncinata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.092810008,NA,0.04109589,LOW,DD
Hemarthria uncinata var. spathacea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01593195,NA,0.051282051,LOW,DD
Hemarthria uncinata var. uncinata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.089902906,NA,0.101587302,LOW,DD
Hemiandra coccinea,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Hemiandra gardneri,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9.53E-05,0.001106554,0,LOW,DD
Hemiandra glabra,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011567638,NA,0.034782609,LOW,MEDIUM
Hemiandra incana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.002674401,NA,0,LOW,DD
Hemiandra leiantha,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.008585018,NA,0,LOW,DD
Hemiandra linearis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009118766,NA,0.009803922,LOW,DD
Hemiandra pungens,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.015480163,NA,0.046511628,LOW,DD
Hemiandra rubriflora,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.005962099,NA,0,LOW,DD
Hemiandra rutilans,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NONE,NONE
Hemiandra sp. Eneabba (H.Demarz 3687),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.003526254,NA,0,LOW,DD
Hemiandra sp. Jurien (B.J.Conn 3885 & M.E.Tozer),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.017885643,NA,0,LOW,DD
Hemiandra sp. Kalbarri (D.Bellairs 1505),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Hemiandra sp. Watheroo (S.Hancocks 4),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00222952,NA,0,LOW,DD
Hemiandra sp. Windy Harbour (B.J.Conn 3344 & J.A.Scott),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Hemiarrhena plantaginea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Hemichroa diandra,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,DD,DD
Hemichroa mesembryanthema,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,DD,DD
Hemichroa pentandra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.10524493,NA,0,LOW,DD
Hemigenia appressa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Hemigenia argentea,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.005628716,NA,0,LOW,DD
Hemigenia barbata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.008468009,NA,0,LOW,DD
Hemigenia benthamii,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.53E-04,NA,0,NONE,DD
Hemigenia biddulphiana,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.094705884,NA,0.25,MEDIUM,DD
Hemigenia botryphylla,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.005620996,NA,0,LOW,DD
Hemigenia brachyphylla,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.045740947,NA,0,LOW,DD
Hemigenia bracteosa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.12E-04,NA,0,LOW,DD
Hemigenia buccinata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Hemigenia canescens,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.020238971,NA,0,LOW,DD
Hemigenia ciliata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.001607521,NA,0,NONE,DD
Hemigenia coccinea,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Hemigenia conferta,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01125,NA,0,LOW,DD
Hemigenia cuneifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06197987,NA,0.168674699,LOW,DD
Hemigenia curvifolia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.002680166,NA,0,LOW,DD
Hemigenia dielsii,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.012820291,NA,0.076923077,LOW,DD
Hemigenia diplanthera,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.002663795,NA,0,LOW,DD
Hemigenia divaricata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.005220613,NA,0.038461539,LOW,DD
Hemigenia drummondii,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.57E-04,NA,0,LOW,DD
Hemigenia dulca,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Hemigenia exilis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Hemigenia humilis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.022506053,NA,0.061349693,LOW,DD
Hemigenia incana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011147473,NA,0.006060606,LOW,MEDIUM
Hemigenia loganiacea,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.080027011,NA,0,LOW,DD
Hemigenia macphersonii,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00164523,NA,0,NONE,DD
Hemigenia macrantha,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.97E-04,NA,0,NONE,DD
Hemigenia microphylla,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.017970035,NA,0,LOW,DD
Hemigenia obovata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.04919238,NA,0,LOW,DD
Hemigenia obtusa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,DD,DD
Hemigenia pachyphylla,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Hemigenia parviflora,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.005559767,NA,0.071428571,LOW,DD
Hemigenia pedunculata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.026722285,NA,0,LOW,DD
Hemigenia pimelifolia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Hemigenia platyphylla,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.004865196,NA,0,LOW,DD
Hemigenia podalyrina,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.019582134,NA,0.014084507,LOW,DD
Hemigenia pritzelii,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.012378723,NA,0.068376068,LOW,DD
Hemigenia purpurea,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.353956789,NA,0.076923077,MEDIUM,DD
Hemigenia ramosissima,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.26E-04,0,0,NONE,NONE
Hemigenia rigida,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.013680194,NA,0,LOW,DD
Hemigenia royceana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Hemigenia saligna,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.75E-04,NA,0,NONE,DD
Hemigenia scabra,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.41E-05,NA,0.027027027,LOW,DD
Hemigenia sericea,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.007666216,NA,0.023809524,LOW,DD
Hemigenia sp. Arrino (J.J.Alford 1175),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Hemigenia sp. Crooked Creek (E.J.Thompson+ CHA 228),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,DD,DD
Hemigenia sp. Homestead (E.J.Thompson+ CHA203),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Hemigenia sp. Merredin (M.Koch 2959),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.007488207,NA,0,LOW,DD
Hemigenia sp. Mt Abbot (A.R.Bean 4204),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Hemigenia sp. Newdegate (E.Bishop 75),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.133502358,NA,0.2,LOW,DD
Hemigenia sp. Tallering (H.Pringle 3323),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Hemigenia sp. Three Springs (S.Patrick 4043A),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,DD,DD
Hemigenia sp. White Mountains (D.G.Fell DF1379),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Hemigenia sp. Yalgoo (A.M.Ashby 2624),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.006740312,NA,0,LOW,DD
Hemigenia tenelliflora,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.525624991,NA,1,LOW,DD
Hemigenia teretiuscula,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.052426301,NA,0.070175439,LOW,DD
Hemigenia tichbonii,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Hemigenia tomentosa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.57E-04,NA,0,LOW,DD
Hemigenia tysonii,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Hemigenia virescens,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Hemigenia viscida,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.004344082,NA,0,LOW,DD
Hemigenia wandooana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011509672,NA,0,LOW,DD
Hemigenia westringioides,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.025017314,NA,0.061643836,LOW,DD
Hemigenia yalgensis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.51E-04,NA,0,NONE,DD
Hemigraphis ciliata,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Hemiphora bartlingii,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.017449629,NA,0.018404908,LOW,DD
Hemiphora elderi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.023629438,NA,0.012987013,LOW,DD
Hemiphora exserta,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Hemiphora lanata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.153521162,NA,0.260869565,LOW,DD
Hemiphora uncinata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.003933824,NA,0,LOW,DD
Hemisteptia lyrata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006889269,NA,0,LOW,DD
Hemmantia webbii,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Hensmania chapmanii,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NONE,NONE
Hensmania stoniella,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00255941,NA,0,LOW,DD
Hensmania turbinata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.015074281,NA,0.047619048,LOW,DD
Herissantia crispa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heritiera littoralis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004437859,NA,0,LOW,DD
Hernandia albiflora,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.001053814,NA,0,LOW,DD
Hernandia bivalvis,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.032582189,NA,0,LOW,DD
Hernandia nymphaeifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002418986,NA,0,LOW,DD
Herpolirion novae-zelandiae,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0.068493151,DD,DD
Herpolirion novae.zelandiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.12705307,NA,NA,DD,DD
Heterachne abortiva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heterachne baileyi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Heterachne gulliveri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heterachne gulliveri var. gulliveri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heterachne gulliveri var. major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heteropogon contortus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005400661,NA,0.005910166,LOW,DD
Heteropogon triticeus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00455784,NA,0,LOW,DD
Heterostemma acuminatum,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.020306213,NA,0.03125,LOW,DD
Heterostemma magnificum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Heterozostera nigricaulis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.123073509,NA,0.051724138,LOW,DD
Heterozostera polychlamys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.018782047,NA,0,NONE,DD
Heterozostera tasmanica,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.026023222,NA,0,LOW,DD
Hexaspora pubescens,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NONE,NONE
Hibbertia abyssus,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NONE,NONE
Hibbertia acaulothrix,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,1,LOW,NONE
Hibbertia acerosa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00884167,NA,0.022580645,LOW,DD
Hibbertia acicularis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.079848375,NA,0.189189189,LOW,DD
Hibbertia acrotrichion,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Hibbertia acuminata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.129207169,NA,0.227272727,MEDIUM,DD
Hibbertia alopecota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Hibbertia amplexicaulis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.015417509,NA,0.038793103,LOW,DD
Hibbertia ancistrophylla,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.017378824,NA,0,LOW,DD
Hibbertia ancistrotricha,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Hibbertia andrewsiana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.008372443,NA,0.058823529,LOW,DD
Hibbertia angulata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Hibbertia angustifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Hibbertia appressa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.016780453,NA,0.09375,LOW,DD
Hibbertia araneolifera,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Hibbertia arcuata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.09E-04,NA,0,NONE,DD
Hibbertia argentea,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.016034156,NA,0.272727273,MEDIUM,DD
Hibbertia argyrochiton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Hibbertia arnhemica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Hibbertia aspera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19273086,NA,0.295833333,LOW,DD
Hibbertia aspera subsp. aspera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.20513565,NA,0.074074074,LOW,DD
Hibbertia aspera subsp. pilosifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.068845943,NA,0.208333333,LOW,DD
Hibbertia atrichosepala,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Hibbertia aurea,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.008629697,NA,0.037593985,LOW,DD
Hibbertia auriculiflora subsp. auriculiflora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Hibbertia auriculiflora subsp. minor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Hibbertia australis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.011787341,NA,0,LOW,DD
Hibbertia avonensis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.20E-04,NA,0,LOW,DD
Hibbertia axillaris,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,DD,DD
Hibbertia axillibarba,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.779687494,NA,0.5,LOW,NONE
Hibbertia banksii,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
